V1	V2
P7_5A_control	0.196480938416422
P7_5A_swap	-0.287390029325513
P7_5B_control	-0.193548387096774
P7_5B_swap	-0.217008797653959
P7_5C_control	-0.258064516129032
P7_5C_swap	-0.205278592375367
WT_BC_02_control	-0.372434017595308
WT_BC_02_swap	-0.30791788856305
WT_BC_03_control	-0.398826979472141
WT_BC_03_swap	-0.258064516129032
WT_BC_04_control	-0.240469208211144
WT_BC_04_swap	-0.275659824046921
WT_BC_05_control	0.193548387096774
WT_BC_05_swap	-0.152492668621701
WT_BC_06_control	-0.334310850439883
WT_BC_06_swap	-0.281524926686217
WT_BC_07_control	-0.205278592375367
WT_BC_07_swap	-0.161290322580645
WT_BC_08_control	-0.228739002932551
WT_BC_08_swap	0.296187683284457
WT_BC_09_control	-0.281524926686217
WT_BC_09_swap	0.225806451612903
WT_BC_10_control	-0.419354838709677
WT_BC_10_swap	-0.387096774193548
WT_BC_12_control	-0.263929618768328
WT_BC_12_swap	-0.202346041055718
WT_BC_13_control	-0.211143695014663
WT_BC_13_swap	-0.211143695014663
WT_BC_14_control	-0.178885630498534
WT_BC_14_swap	-0.243401759530792
WT_BC_15_control	-0.290322580645161
WT_BC_15_swap	-0.275659824046921
WT_BC_16_control	-0.331378299120235
WT_BC_16_swap	-0.225806451612903
WT_BC_17_control	-0.398826979472141
WT_BC_17_swap	-0.290322580645161
WT_BC_18_control	-0.451612903225806
WT_BC_18_swap	-0.346041055718475
WT_BC_19_control	0.240469208211144
WT_BC_19_swap	0.149560117302053
WT_BC_21_control	-0.225806451612903
WT_BC_21_swap	-0.225806451612903
WT_BC_22_control	-0.19941348973607
WT_BC_22_swap	0.293255131964809
WT_BC_23_control	-0.293255131964809
WT_BC_23_swap	-0.170087976539589
WT_BC_25_control	0.296187683284457
WT_BC_25_swap	0.196480938416422
WT_BC_27_control	-0.281524926686217
WT_BC_27_swap	-0.234604105571848
WT_BC_28_control	-0.392961876832845
WT_BC_28_swap	-0.340175953079179
WT_BC_29_control	-0.258064516129032
WT_BC_29_swap	0.231671554252199
E15_5G_control	-0.50733137829912
E15_5G_swap	-0.442815249266862
E17_5B_control	-0.372434017595308
E17_5B_swap	-0.372434017595308
E17_5D_control	-0.196480938416422
E17_5D_swap	-0.372434017595308
E17_5C	-0.346041055718475
E17_5C_swap	-0.340175953079179
FK_control	-0.13782991202346
FK_swap	0.217008797653959
DK02_control	-0.249266862170088
DK02_swap	-0.255131964809384
DK06_control	0.293255131964809
DK06_swap	0.313782991202346
DK12_control	0.442815249266862
DK12_swap	0.30791788856305
DK16_control	0.293255131964809
DK16_swap	0.228739002932551
P1_5A_control	-0.313782991202346
P1_5A_swap	-0.143695014662757
P1_5B_control	-0.18475073313783
P1_5B_swap	-0.249266862170088
P1_5C_control	-0.217008797653959
P1_5C_swap	-0.211143695014663
