	EMTScoreStd
LE_CCRF_CEM	-7.41372136412735
LE_HL_60_TB_	-6.53824611884562
LE_MOLT_4	-6.65324795297266
LE_RPMI_8226	-0.0787737100510384
LE_SR	-8.12093731306703
LE_K_562	-9.26527245229403
BR_MCF7	44.0961137722788
UN_NCI_ADR_RES	-7.8725991975696
BR_MDA_MB_231_ATCC	-5.6646716908279
BR_HS_578T	-19.1747393177807
BR_MDA_MB_435	-10.8275983756071
BR_T_47D	44.7786373678818
BR_MDA_N	-14.4743274271026
BR_BT_549	-12.8506530634221
CNS_SF_268	-19.9476694838642
CNS_SF_295	-19.5014449583888
CNS_SF_539	-20.2933430615858
CNS_SNB_19	-16.1817237906844
CNS_SNB_75	-18.1451649254175
CNS_U251	-15.4651111159309
CO_COLO_205	42.1268459620211
CO_HCC_2998	44.2846152984266
CO_HCT_116	22.29029537725
CO_HCT_15	39.1481121357155
CO_HT29	38.0489746486005
CO_KM12	34.523647269164
CO_SW_620	9.06306522721133
RE_786_0	-12.137221929216
RE_A498	-5.0827211510673
RE_ACHN	-5.08137362599584
RE_CAKI_1	-11.4663159543519
RE_RXF_393	-12.7400741290287
RE_SN12C	-12.873789324496
RE_TK_10	-2.53717025483949
RE_UO_31	-3.81682395089857
LC_A549_ATCC	-3.48795559375445
LC_EKVX	0.72126208137324
LC_HOP_62	-8.33490725686222
LC_HOP_92	-8.18364125862884
LC_NCI_H226	-11.2833790566469
LC_NCI_H23	-10.4294569223469
LC_NCI_H322M	44.1109697685382
LC_NCI_H460	-7.24591038863021
LC_NCI_H522	-7.20888310151568
OV_IGROV1	3.15264710371828
OV_OVCAR_3	26.1361200558053
OV_OVCAR_4	27.9434476384849
OV_OVCAR_5	-2.86608865881527
OV_OVCAR_8	-9.72689869623906
OV_SK_OV_3	0.265424283771864
PR_PC_3	3.32742237926017
PR_DU_145	5.54907752132868
ME_LOX_IMVI	-19.5103126578296
ME_MALME_3M	-2.93137974847028
ME_M14	-8.73036720167919
ME_SK_MEL_2	-11.5019471414149
ME_SK_MEL_28	-11.9224725647377
ME_SK_MEL_5	-7.28723965186715
ME_UACC_257	-5.06167080101267
ME_UACC_62	-9.64943155094549
